ville_depart;ville_arrivee;distance_train;distance_voiture;tarif_peage
Meudon;Wattrelos;0.0;247.1;17.52
Meudon;Gap;602.4;678.1;29.44
Meudon;Villenave-d'Ornon;510.8;582.6;26.41
Meudon;Montélimar;538.9;610.3;22.98
Meudon;Compiègne;83.6;93.6;3.14
Meudon;Stains;0.0;26.4;0.0
Meudon;Gagny;29.6;32.3;0.0
Meudon;Colomiers;742.7;675.3;15.75
Meudon;Poissy;29.7;30.0;1.28
Meudon;Draguignan;0.0;870.0;41.41
Meudon;Douai;248.5;216.9;17.52
Meudon;Le Lamentin;0.0;1990.4;37.34
Meudon;Bagnolet;0.0;22.1;0.0
Meudon;Marcq-en-Barœul;0.0;237.2;17.52
Meudon;Saint-Joseph;0.0;11268.7;30.52
Carcassonne;Choisy-le-Roi;817.4;760.6;20.84
Carcassonne;Noisy-le-Sec;830.3;780.1;20.84
Carcassonne;Livry-Gargan;0.0;786.5;20.84
Carcassonne;Rosny-sous-Bois;832.7;777.7;20.84
Carcassonne;Talence;312.3;330.9;13.51
Carcassonne;Belfort;773.7;789.9;70.06
Carcassonne;Alfortville;829.8;764.9;20.84
Carcassonne;Chalon-sur-Saône;537.0;575.5;36.14
Carcassonne;Salon-de-Provence;281.7;263.2;26.67
Carcassonne;Sète;116.3;129.0;4.26
Carcassonne;Istres;299.6;272.5;25.86
Carcassonne;Mantes-la-Jolie;873.3;798.8;22.08
Carcassonne;Saint-Germain-en-Laye;842.0;782.0;24.32
Carcassonne;Saint-Brieuc;1211.1;885.3;37.4
Carcassonne;Tarbes;222.1;241.2;16.09
Carcassonne;Alès;234.6;240.3;22.34
Carcassonne;Châlons-en-Champagne;991.5;893.3;50.37
Carcassonne;Bagneux;0.0;761.0;20.84
Carcassonne;Puteaux;828.8;767.8;20.84
Carcassonne;Caluire-et-Cuire;0.0;452.2;31.78
Carcassonne;Bron;0.0;447.6;31.83
Carcassonne;Rezé;795.1;674.2;36.81
Carcassonne;Valenciennes;1069.9;976.2;38.87
Carcassonne;Châteauroux;461.3;500.0;13.77
Carcassonne;Garges-lès-Gonesse;834.0;793.1;20.84
Carcassonne;Castres;159.7;69.0;0.0
Carcassonne;Arras;1080.2;950.0;35.87
Carcassonne;Melun;863.1;780.9;25.07
Carcassonne;Thionville;1147.0;932.8;48.68
Carcassonne;Le Cannet;0.0;444.8;35.26
Carcassonne;Bourg-en-Bresse;475.7;530.0;38.93
Carcassonne;Anglet;0.0;387.6;24.27
Carcassonne;Angoulême;428.5;444.9;15.19
Carcassonne;Boulogne-sur-Mer;1169.4;1023.4;38.04
Carcassonne;Wattrelos;0.0;1003.5;38.02
Carcassonne;Gap;521.9;448.4;34.35
Carcassonne;Villenave-d'Ornon;304.2;326.8;13.51
Carcassonne;Montélimar;385.3;301.0;25.78
Carcassonne;Compiègne;891.8;850.0;23.99
Carcassonne;Stains;0.0;791.4;20.84
Carcassonne;Gagny;835.4;783.4;20.84
Carcassonne;Colomiers;99.9;104.4;4.17
Carcassonne;Poissy;844.5;772.0;20.74
Carcassonne;Draguignan;0.0;409.0;33.46
Carcassonne;Douai;1056.4;973.3;38.02
Carcassonne;Le Lamentin;0.0;1609.3;30.23
Carcassonne;Bagnolet;0.0;770.6;20.84
Carcassonne;Marcq-en-Barœul;0.0;993.6;38.02
Carcassonne;Saint-Joseph;0.0;11270.2;48.09
Choisy-le-Roi;Noisy-le-Sec;23.1;21.4;0.0
Choisy-le-Roi;Livry-Gargan;0.0;27.8;0.0
Choisy-le-Roi;Rosny-sous-Bois;25.1;19.0;0.0
Choisy-le-Roi;Talence;546.5;586.8;26.41
Choisy-le-Roi;Belfort;428.0;417.8;11.97
Choisy-le-Roi;Alfortville;22.7;4.3;0.0
Choisy-le-Roi;Chalon-sur-Saône;341.1;332.4;13.2
Choisy-le-Roi;Salon-de-Provence;729.0;721.5;35.02
Choisy-le-Roi;Sète;695.9;763.6;27.25
Choisy-le-Roi;Istres;725.0;746.8;35.93
Choisy-le-Roi;Mantes-la-Jolie;65.6;72.3;2.85
Choisy-le-Roi;Saint-Germain-en-Laye;34.2;44.1;3.47
Choisy-le-Roi;Saint-Brieuc;419.8;441.7;24.13
Choisy-le-Roi;Tarbes;796.5;822.4;44.16
Choisy-le-Roi;Alès;674.9;690.6;26.45
Choisy-le-Roi;Châlons-en-Champagne;271.1;188.2;16.23
Choisy-le-Roi;Bagneux;0.0;11.1;0.0
Choisy-le-Roi;Puteaux;21.2;30.1;0.0
Choisy-le-Roi;Caluire-et-Cuire;0.0;461.6;21.41
Choisy-le-Roi;Bron;0.0;469.0;21.7
Choisy-le-Roi;Rezé;359.4;382.5;33.35
Choisy-le-Roi;Valenciennes;262.3;217.5;20.79
Choisy-le-Roi;Châteauroux;249.2;264.4;7.08
Choisy-le-Roi;Garges-lès-Gonesse;26.2;34.4;0.0
Choisy-le-Roi;Castres;969.9;696.6;11.51
Choisy-le-Roi;Arras;270.6;191.3;15.37
Choisy-le-Roi;Melun;55.4;33.8;3.83
Choisy-le-Roi;Thionville;356.0;345.0;28.34
Choisy-le-Roi;Le Cannet;0.0;898.3;43.21
Choisy-le-Roi;Bourg-en-Bresse;378.0;423.1;16.64
Choisy-le-Roi;Anglet;0.0;765.7;31.12
Choisy-le-Roi;Angoulême;397.9;444.1;14.56
Choisy-le-Roi;Boulogne-sur-Mer;245.6;281.7;17.61
Choisy-le-Roi;Wattrelos;0.0;244.8;17.52
Choisy-le-Roi;Gap;602.6;670.6;29.44
Choisy-le-Roi;Villenave-d'Ornon;548.5;582.6;26.41
Choisy-le-Roi;Montélimar;539.1;602.8;22.98
Choisy-le-Roi;Compiègne;83.9;91.3;3.14
Choisy-le-Roi;Stains;0.0;32.7;0.0
Choisy-le-Roi;Gagny;28.3;24.7;0.0
Choisy-le-Roi;Colomiers;910.0;675.3;15.75
Choisy-le-Roi;Poissy;38.7;45.5;1.51
Choisy-le-Roi;Draguignan;0.0;862.5;41.41
Choisy-le-Roi;Douai;248.6;214.6;17.52
Choisy-le-Roi;Le Lamentin;0.0;1990.4;37.34
Choisy-le-Roi;Bagnolet;0.0;14.3;0.0
Choisy-le-Roi;Marcq-en-Barœul;0.0;234.9;17.52
Choisy-le-Roi;Saint-Joseph;0.0;11257.9;30.52
Noisy-le-Sec;Livry-Gargan;0.0;8.4;0.0
Noisy-le-Sec;Rosny-sous-Bois;2.2;3.7;0.0
Noisy-le-Sec;Talence;552.8;606.5;26.41
Noisy-le-Sec;Belfort;426.9;437.1;12.39
Noisy-le-Sec;Alfortville;21.2;16.3;0.0
Noisy-le-Sec;Chalon-sur-Saône;339.9;352.2;13.2
Noisy-le-Sec;Salon-de-Provence;727.9;741.3;35.02
Noisy-le-Sec;Sète;694.9;783.4;27.25
Noisy-le-Sec;Istres;723.9;766.6;35.93
Noisy-le-Sec;Mantes-la-Jolie;63.9;69.4;4.03
Noisy-le-Sec;Saint-Germain-en-Laye;30.9;33.3;0.0
Noisy-le-Sec;Saint-Brieuc;432.9;461.5;24.13
Noisy-le-Sec;Tarbes;798.1;842.1;44.31
Noisy-le-Sec;Alès;673.8;710.4;26.45
Noisy-le-Sec;Châlons-en-Champagne;199.8;183.8;16.23
Noisy-le-Sec;Bagneux;0.0;20.4;0.0
Noisy-le-Sec;Puteaux;17.8;22.6;0.0
Noisy-le-Sec;Caluire-et-Cuire;0.0;481.4;21.41
Noisy-le-Sec;Bron;0.0;488.8;21.7
Noisy-le-Sec;Rezé;372.4;402.3;33.35
Noisy-le-Sec;Valenciennes;256.3;198.2;20.79
Noisy-le-Sec;Châteauroux;252.8;284.2;7.08
Noisy-le-Sec;Garges-lès-Gonesse;20.2;14.2;0.0
Noisy-le-Sec;Castres;968.8;716.4;11.51
Noisy-le-Sec;Arras;264.5;171.9;15.37
Noisy-le-Sec;Melun;54.8;53.0;4.24
Noisy-le-Sec;Thionville;348.6;340.5;28.34
Noisy-le-Sec;Le Cannet;0.0;918.1;43.21
Noisy-le-Sec;Bourg-en-Bresse;377.3;442.9;16.64
Noisy-le-Sec;Anglet;0.0;785.5;31.12
Noisy-le-Sec;Angoulême;411.2;463.9;14.56
Noisy-le-Sec;Boulogne-sur-Mer;239.4;254.5;17.61
Noisy-le-Sec;Wattrelos;0.0;225.4;17.52
Noisy-le-Sec;Gap;601.4;690.4;29.44
Noisy-le-Sec;Villenave-d'Ornon;554.8;602.4;26.41
Noisy-le-Sec;Montélimar;546.7;622.6;22.98
Noisy-le-Sec;Compiègne;83.2;72.0;3.14
Noisy-le-Sec;Stains;0.0;12.5;0.0
Noisy-le-Sec;Gagny;5.1;8.2;0.0
Noisy-le-Sec;Colomiers;909.0;695.0;15.75
Noisy-le-Sec;Poissy;35.4;40.1;2.64
Noisy-le-Sec;Draguignan;0.0;882.3;41.41
Noisy-le-Sec;Douai;242.6;195.2;17.52
Noisy-le-Sec;Le Lamentin;0.0;2010.2;37.34
Noisy-le-Sec;Bagnolet;0.0;6.5;0.0
Noisy-le-Sec;Marcq-en-Barœul;0.0;215.6;17.52
Noisy-le-Sec;Saint-Joseph;0.0;11253.4;30.52
Livry-Gargan;Rosny-sous-Bois;0.0;7.5;0.0
Livry-Gargan;Talence;0.0;611.2;26.41
Livry-Gargan;Belfort;0.0;436.3;12.39
Livry-Gargan;Alfortville;0.0;21.0;0.0
Livry-Gargan;Chalon-sur-Saône;0.0;356.9;13.2
Livry-Gargan;Salon-de-Provence;0.0;746.0;35.02
Livry-Gargan;Sète;0.0;788.1;27.25
Livry-Gargan;Istres;0.0;771.3;35.93
Livry-Gargan;Mantes-la-Jolie;0.0;73.2;4.03
Livry-Gargan;Saint-Germain-en-Laye;0.0;37.2;0.0
Livry-Gargan;Saint-Brieuc;0.0;466.2;24.13
Livry-Gargan;Tarbes;0.0;846.8;44.31
Livry-Gargan;Alès;0.0;715.1;26.45
Livry-Gargan;Châlons-en-Champagne;0.0;179.6;13.89
Livry-Gargan;Bagneux;0.0;26.1;0.0
Livry-Gargan;Puteaux;0.0;26.4;0.0
Livry-Gargan;Caluire-et-Cuire;0.0;486.1;21.41
Livry-Gargan;Bron;0.0;493.5;21.7
Livry-Gargan;Rezé;0.0;407.0;33.35
Livry-Gargan;Valenciennes;0.0;196.2;20.79
Livry-Gargan;Châteauroux;0.0;288.9;7.08
Livry-Gargan;Garges-lès-Gonesse;0.0;15.2;0.0
Livry-Gargan;Castres;0.0;721.1;11.51
Livry-Gargan;Arras;0.0;169.9;15.37
Livry-Gargan;Melun;0.0;52.1;4.24
Livry-Gargan;Thionville;0.0;336.3;26.0
Livry-Gargan;Le Cannet;0.0;922.8;43.21
Livry-Gargan;Bourg-en-Bresse;0.0;447.5;16.64
Livry-Gargan;Anglet;0.0;790.2;31.12
Livry-Gargan;Angoulême;0.0;468.6;14.56
Livry-Gargan;Boulogne-sur-Mer;0.0;259.0;17.61
Livry-Gargan;Wattrelos;0.0;223.4;17.52
Livry-Gargan;Gap;0.0;695.1;29.44
Livry-Gargan;Villenave-d'Ornon;0.0;607.1;26.41
Livry-Gargan;Montélimar;0.0;627.2;22.98
Livry-Gargan;Compiègne;0.0;70.0;3.14
Livry-Gargan;Stains;0.0;16.3;0.0
Livry-Gargan;Gagny;0.0;7.0;0.0
Livry-Gargan;Colomiers;0.0;699.7;15.75
Livry-Gargan;Poissy;0.0;44.0;2.64
Livry-Gargan;Draguignan;0.0;886.9;41.41
Livry-Gargan;Douai;0.0;193.3;17.52
Livry-Gargan;Le Lamentin;0.0;2014.8;37.34
Livry-Gargan;Bagnolet;0.0;13.6;0.0
Livry-Gargan;Marcq-en-Barœul;0.0;213.6;17.52
Livry-Gargan;Saint-Joseph;0.0;11249.3;28.65
Rosny-sous-Bois;Talence;555.0;603.3;26.41
Rosny-sous-Bois;Belfort;423.8;433.9;12.39
Rosny-sous-Bois;Alfortville;18.0;13.0;0.0
Rosny-sous-Bois;Chalon-sur-Saône;336.8;348.9;13.2
Rosny-sous-Bois;Salon-de-Provence;724.8;738.0;35.02
Rosny-sous-Bois;Sète;695.3;780.1;27.25
Rosny-sous-Bois;Istres;720.8;763.4;35.93
Rosny-sous-Bois;Mantes-la-Jolie;66.1;71.9;4.03
Rosny-sous-Bois;Saint-Germain-en-Laye;33.1;35.8;0.0
Rosny-sous-Bois;Saint-Brieuc;435.0;458.3;24.13
Rosny-sous-Bois;Tarbes;800.2;838.9;44.31
Rosny-sous-Bois;Alès;670.7;707.2;26.45
Rosny-sous-Bois;Châlons-en-Champagne;202.0;180.5;16.23
Rosny-sous-Bois;Bagneux;0.0;21.9;0.0
Rosny-sous-Bois;Puteaux;19.9;25.1;0.0
Rosny-sous-Bois;Caluire-et-Cuire;0.0;478.1;21.41
Rosny-sous-Bois;Bron;0.0;485.6;21.7
Rosny-sous-Bois;Rezé;374.6;399.1;33.35
Rosny-sous-Bois;Valenciennes;258.5;199.8;20.79
Rosny-sous-Bois;Châteauroux;255.0;280.9;7.08
Rosny-sous-Bois;Garges-lès-Gonesse;22.4;16.7;0.0
Rosny-sous-Bois;Castres;969.3;713.1;11.51
Rosny-sous-Bois;Arras;266.7;173.6;15.37
Rosny-sous-Bois;Melun;51.3;49.8;4.24
Rosny-sous-Bois;Thionville;350.7;337.2;28.34
Rosny-sous-Bois;Le Cannet;0.0;914.8;43.21
Rosny-sous-Bois;Bourg-en-Bresse;373.8;439.6;16.64
Rosny-sous-Bois;Anglet;0.0;782.2;31.12
Rosny-sous-Bois;Angoulême;413.1;460.7;14.56
Rosny-sous-Bois;Boulogne-sur-Mer;241.6;264.0;17.61
Rosny-sous-Bois;Wattrelos;0.0;227.1;17.52
Rosny-sous-Bois;Gap;598.3;687.1;29.44
Rosny-sous-Bois;Villenave-d'Ornon;557.0;599.2;26.41
Rosny-sous-Bois;Montélimar;534.8;619.3;22.98
Rosny-sous-Bois;Compiègne;85.4;73.6;3.14
Rosny-sous-Bois;Stains;0.0;15.0;0.0
Rosny-sous-Bois;Gagny;7.3;5.8;0.0
Rosny-sous-Bois;Colomiers;909.4;691.8;15.75
Rosny-sous-Bois;Poissy;34.8;42.7;2.64
Rosny-sous-Bois;Draguignan;0.0;879.0;41.41
Rosny-sous-Bois;Douai;244.8;196.9;17.52
Rosny-sous-Bois;Le Lamentin;0.0;2006.9;37.34
Rosny-sous-Bois;Bagnolet;0.0;8.1;0.0
Rosny-sous-Bois;Marcq-en-Barœul;0.0;217.2;17.52
Rosny-sous-Bois;Saint-Joseph;0.0;11250.2;30.52
Talence;Belfort;1066.1;823.5;44.18
Talence;Alfortville;548.0;590.4;26.41
Talence;Chalon-sur-Saône;1027.3;607.3;17.09
Talence;Salon-de-Provence;1207.9;591.5;40.27
Talence;Sète;420.9;457.3;17.86
Talence;Istres;648.9;600.8;39.46
Talence;Mantes-la-Jolie;560.4;624.3;27.64
Talence;Saint-Germain-en-Laye;547.8;607.5;29.88
Talence;Saint-Brieuc;899.9;567.1;23.89
Talence;Tarbes;258.3;247.7;17.9
Talence;Alès;534.5;568.6;35.94
Talence;Châlons-en-Champagne;687.8;756.3;34.16
Talence;Bagneux;0.0;586.5;26.41
Talence;Puteaux;535.1;593.3;26.41
Talence;Caluire-et-Cuire;0.0;563.5;33.34
Talence;Bron;0.0;566.3;33.4
Talence;Rezé;301.4;356.0;23.3
Talence;Valenciennes;765.7;801.7;46.85
Talence;Châteauroux;344.9;353.3;1.68
Talence;Garges-lès-Gonesse;552.1;618.6;26.41
Talence;Castres;289.5;302.5;8.31
Talence;Arras;704.9;775.5;41.43
Talence;Melun;559.4;606.4;30.63
Talence;Thionville;844.3;934.7;47.46
Talence;Le Cannet;0.0;773.1;48.86
Talence;Bourg-en-Bresse;897.9;639.6;38.35
Talence;Anglet;0.0;184.0;4.72
Talence;Angoulême;112.5;126.8;1.68
Talence;Boulogne-sur-Mer;868.0;847.8;56.58
Talence;Wattrelos;0.0;829.0;43.58
Talence;Gap;1342.3;776.7;47.95
Talence;Villenave-d'Ornon;10.9;6.3;0.0
Talence;Montélimar;1206.2;629.3;39.39
Talence;Compiègne;615.1;675.5;29.55
Talence;Stains;0.0;616.9;26.41
Talence;Gagny;559.1;609.0;26.41
Talence;Colomiers;259.5;245.3;8.42
Talence;Poissy;551.9;597.6;26.3
Talence;Draguignan;0.0;737.3;47.07
Talence;Douai;728.8;798.8;43.58
Talence;Le Lamentin;0.0;1408.7;11.24
Talence;Bagnolet;0.0;596.1;26.41
Talence;Marcq-en-Barœul;0.0;819.1;43.58
Talence;Saint-Joseph;0.0;11487.0;50.95
Belfort;Alfortville;377.2;420.9;11.41
Belfort;Chalon-sur-Saône;237.3;218.6;27.09
Belfort;Salon-de-Provence;675.3;605.2;53.57
Belfort;Sète;635.8;679.1;49.98
Belfort;Istres;673.1;630.5;54.48
Belfort;Mantes-la-Jolie;421.2;547.8;40.98
Belfort;Saint-Germain-en-Laye;394.4;519.7;41.6
Belfort;Saint-Brieuc;851.9;904.2;62.22
Belfort;Tarbes;1127.8;973.8;60.28
Belfort;Alès;602.1;583.7;42.66
Belfort;Châlons-en-Champagne;311.6;333.9;0.19
Belfort;Bagneux;0.0;493.8;38.13
Belfort;Puteaux;381.2;505.5;38.13
Belfort;Caluire-et-Cuire;0.0;337.4;35.74
Belfort;Bron;0.0;339.9;35.8
Belfort;Rezé;725.9;830.8;61.28
Belfort;Valenciennes;592.1;555.3;23.25
Belfort;Châteauroux;642.7;526.7;33.45
Belfort;Garges-lès-Gonesse;386.3;447.2;12.39
Belfort;Castres;1064.4;807.0;64.78
Belfort;Arras;534.0;559.0;23.02
Belfort;Melun;410.5;386.0;8.22
Belfort;Thionville;312.0;266.4;0.44
Belfort;Le Cannet;0.0;782.0;61.75
Belfort;Bourg-en-Bresse;302.4;265.8;31.0
Belfort;Anglet;0.0;1005.2;48.93
Belfort;Angoulême;801.9;686.6;32.96
Belfort;Boulogne-sur-Mer;697.1;659.0;44.0
Belfort;Wattrelos;0.0;598.3;23.25
Belfort;Gap;542.8;529.3;43.14
Belfort;Villenave-d'Ornon;879.8;822.1;44.21
Belfort;Montélimar;468.3;486.4;41.53
Belfort;Compiègne;449.3;504.1;15.53
Belfort;Stains;0.0;445.5;12.39
Belfort;Gagny;388.2;429.0;12.39
Belfort;Colomiers;1004.6;827.6;48.2
Belfort;Poissy;398.9;521.1;39.63
Belfort;Draguignan;0.0;746.2;59.96
Belfort;Douai;557.9;548.8;20.68
Belfort;Le Lamentin;0.0;2229.8;51.73
Belfort;Bagnolet;0.0;501.6;38.13
Belfort;Marcq-en-Barœul;0.0;588.4;23.25
Belfort;Saint-Joseph;0.0;10926.6;3.94
Alfortville;Chalon-sur-Saône;334.1;335.4;13.2
Alfortville;Salon-de-Provence;722.0;724.5;35.02
Alfortville;Sète;689.0;766.6;27.25
Alfortville;Istres;718.0;749.9;35.93
Alfortville;Mantes-la-Jolie;63.7;75.3;2.85
Alfortville;Saint-Germain-en-Laye;32.3;47.1;3.47
Alfortville;Saint-Brieuc;432.0;444.8;24.13
Alfortville;Tarbes;799.5;825.4;44.31
Alfortville;Alès;668.0;693.7;26.45
Alfortville;Châlons-en-Champagne;203.9;183.4;16.23
Alfortville;Bagneux;0.0;11.1;0.0
Alfortville;Puteaux;19.3;22.4;0.0
Alfortville;Caluire-et-Cuire;0.0;464.6;21.41
Alfortville;Bron;0.0;472.0;21.7
Alfortville;Rezé;371.5;385.6;33.35
Alfortville;Valenciennes;260.4;212.6;20.79
Alfortville;Châteauroux;252.0;267.4;7.08
Alfortville;Garges-lès-Gonesse;24.3;29.5;0.0
Alfortville;Castres;963.0;699.6;11.51
Alfortville;Arras;268.7;186.4;15.37
Alfortville;Melun;48.5;38.5;3.26
Alfortville;Thionville;352.7;340.1;28.34
Alfortville;Le Cannet;0.0;901.3;43.21
Alfortville;Bourg-en-Bresse;371.0;426.1;16.64
Alfortville;Anglet;0.0;768.7;31.12
Alfortville;Angoulême;410.3;447.2;14.56
Alfortville;Boulogne-sur-Mer;243.5;276.8;17.61
Alfortville;Wattrelos;0.0;239.9;17.52
Alfortville;Gap;595.6;673.6;29.44
Alfortville;Villenave-d'Ornon;556.2;585.6;26.41
Alfortville;Montélimar;532.1;605.8;22.98
Alfortville;Compiègne;87.3;86.4;3.14
Alfortville;Stains;0.0;27.8;0.0
Alfortville;Gagny;26.2;19.8;0.0
Alfortville;Colomiers;903.1;678.3;15.75
Alfortville;Poissy;34.8;48.5;1.51
Alfortville;Draguignan;0.0;865.5;41.41
Alfortville;Douai;246.7;209.7;17.52
Alfortville;Le Lamentin;0.0;1993.4;37.34
Alfortville;Bagnolet;0.0;10.5;0.0
Alfortville;Marcq-en-Barœul;0.0;230.0;17.52
Alfortville;Saint-Joseph;0.0;11253.0;30.52
Chalon-sur-Saône;Salon-de-Provence;459.0;396.0;22.2
Chalon-sur-Saône;Sète;404.1;470.0;18.57
Chalon-sur-Saône;Istres;396.8;421.4;23.11
Chalon-sur-Saône;Mantes-la-Jolie;373.3;388.1;16.05
Chalon-sur-Saône;Saint-Germain-en-Laye;346.5;360.0;16.68
Chalon-sur-Saône;Saint-Brieuc;766.2;744.4;37.29
Chalon-sur-Saône;Tarbes;747.1;756.9;33.19
Chalon-sur-Saône;Alès;371.7;374.6;11.29
Chalon-sur-Saône;Châlons-en-Champagne;288.0;324.0;14.57
Chalon-sur-Saône;Bagneux;0.0;334.1;13.2
Chalon-sur-Saône;Puteaux;333.3;345.8;13.2
Chalon-sur-Saône;Caluire-et-Cuire;0.0;136.1;8.58
Chalon-sur-Saône;Bron;0.0;143.6;8.88
Chalon-sur-Saône;Rezé;703.9;645.5;36.55
Chalon-sur-Saône;Valenciennes;549.0;536.9;27.83
Chalon-sur-Saône;Châteauroux;326.2;309.8;6.36
Chalon-sur-Saône;Garges-lès-Gonesse;338.4;364.5;13.2
Chalon-sur-Saône;Castres;678.0;597.9;33.38
Chalon-sur-Saône;Arras;490.9;540.7;27.59
Chalon-sur-Saône;Melun;367.4;293.7;17.83
Chalon-sur-Saône;Thionville;508.0;363.5;13.96
Chalon-sur-Saône;Le Cannet;0.0;572.8;30.38
Chalon-sur-Saône;Bourg-en-Bresse;89.0;97.6;3.81
Chalon-sur-Saône;Anglet;0.0;788.2;21.83
Chalon-sur-Saône;Angoulême;959.7;469.7;5.87
Chalon-sur-Saône;Boulogne-sur-Mer;556.1;611.8;30.81
Chalon-sur-Saône;Wattrelos;0.0;579.9;27.83
Chalon-sur-Saône;Gap;325.0;345.1;16.62
Chalon-sur-Saône;Villenave-d'Ornon;858.2;605.1;17.12
Chalon-sur-Saône;Montélimar;258.2;277.3;10.16
Chalon-sur-Saône;Compiègne;406.2;421.4;16.35
Chalon-sur-Saône;Stains;0.0;362.8;13.2
Chalon-sur-Saône;Gagny;340.3;354.8;13.2
Chalon-sur-Saône;Colomiers;618.2;610.6;21.11
Chalon-sur-Saône;Poissy;350.9;361.4;14.71
Chalon-sur-Saône;Draguignan;0.0;537.0;28.59
Chalon-sur-Saône;Douai;514.8;530.5;25.25
Chalon-sur-Saône;Le Lamentin;0.0;2012.9;28.33
Chalon-sur-Saône;Bagnolet;0.0;341.9;13.2
Chalon-sur-Saône;Marcq-en-Barœul;0.0;570.1;27.83
Chalon-sur-Saône;Saint-Joseph;0.0;11007.8;17.87
Salon-de-Provence;Sète;152.1;158.1;9.09
Salon-de-Provence;Istres;17.1;23.3;0.26
Salon-de-Provence;Mantes-la-Jolie;788.0;777.7;37.87
Salon-de-Provence;Saint-Germain-en-Laye;759.6;749.5;38.5
Salon-de-Provence;Saint-Brieuc;1137.8;1083.2;63.66
Salon-de-Provence;Tarbes;484.4;502.7;42.85
Salon-de-Provence;Alès;120.8;114.1;5.18
Salon-de-Provence;Châlons-en-Champagne;894.3;713.6;36.39
Salon-de-Provence;Bagneux;0.0;723.6;35.02
Salon-de-Provence;Puteaux;748.0;735.4;35.02
Salon-de-Provence;Caluire-et-Cuire;0.0;272.4;17.83
Salon-de-Provence;Bron;0.0;267.9;17.89
Salon-de-Provence;Rezé;1075.2;935.7;63.57
Salon-de-Provence;Valenciennes;920.4;926.5;49.55
Salon-de-Provence;Châteauroux;959.4;619.1;40.71
Salon-de-Provence;Garges-lès-Gonesse;753.1;754.0;35.02
Salon-de-Provence;Castres;422.5;286.0;23.9
Salon-de-Provence;Arras;878.9;930.2;49.32
Salon-de-Provence;Melun;777.2;683.2;39.65
Salon-de-Provence;Thionville;1030.5;753.1;34.7
Salon-de-Provence;Le Cannet;0.0;186.6;8.59
Salon-de-Provence;Bourg-en-Bresse;402.4;350.2;24.98
Salon-de-Provence;Anglet;0.0;649.1;51.03
Salon-de-Provence;Angoulême;684.1;706.4;41.95
Salon-de-Provence;Boulogne-sur-Mer;970.8;1001.3;52.63
Salon-de-Provence;Wattrelos;0.0;969.5;49.56
Salon-de-Provence;Gap;216.7;190.1;7.68
Salon-de-Provence;Villenave-d'Ornon;575.5;588.3;40.27
Salon-de-Provence;Montélimar;149.4;121.3;11.84
Salon-de-Provence;Compiègne;794.1;810.9;38.17
Salon-de-Provence;Stains;0.0;752.3;35.02
Salon-de-Provence;Gagny;702.0;744.4;35.02
Salon-de-Provence;Colomiers;362.7;365.9;30.93
Salon-de-Provence;Poissy;765.6;750.9;36.53
Salon-de-Provence;Draguignan;0.0;150.7;6.8
Salon-de-Provence;Douai;906.8;920.0;46.98
Salon-de-Provence;Le Lamentin;0.0;1753.6;27.9
Salon-de-Provence;Bagnolet;0.0;731.5;35.02
Salon-de-Provence;Marcq-en-Barœul;0.0;959.6;49.56
Salon-de-Provence;Saint-Joseph;0.0;11011.9;21.42
Sète;Istres;225.9;166.5;8.29
Sète;Mantes-la-Jolie;738.6;800.7;28.48
Sète;Saint-Germain-en-Laye;707.2;783.9;30.72
Sète;Saint-Brieuc;1094.8;1011.7;41.75
Sète;Tarbes;335.8;367.6;20.44
Sète;Alès;116.5;134.2;4.76
Sète;Châlons-en-Champagne;924.0;787.3;32.8
Sète;Bagneux;0.0;762.9;27.25
Sète;Puteaux;694.0;769.7;27.25
Sète;Caluire-et-Cuire;0.0;346.1;14.2
Sète;Bron;0.0;341.5;14.26
Sète;Rezé;1038.3;800.6;41.16
Sète;Valenciennes;935.1;1000.1;45.88
Sète;Châteauroux;955.5;553.1;14.11
Sète;Garges-lès-Gonesse;699.1;795.0;27.25
Sète;Castres;274.0;148.6;0.85
Sète;Arras;842.2;951.9;42.27
Sète;Melun;723.3;725.0;26.14
Sète;Thionville;1028.7;826.7;31.11
Sète;Le Cannet;0.0;338.8;17.68
Sète;Bourg-en-Bresse;353.4;423.9;21.35
Sète;Anglet;0.0;514.0;28.62
Sète;Angoulême;517.0;571.4;19.54
Sète;Boulogne-sur-Mer;914.9;1025.4;44.44
Sète;Wattrelos;0.0;1005.4;44.42
Sète;Gap;400.6;342.3;16.77
Sète;Villenave-d'Ornon;428.6;453.2;17.86
Sète;Montélimar;261.9;195.0;8.21
Sète;Compiègne;762.1;851.9;30.39
Sète;Stains;0.0;793.3;27.25
Sète;Gagny;700.9;785.4;27.25
Sète;Colomiers;214.1;230.9;8.52
Sète;Poissy;709.7;774.0;27.14
Sète;Draguignan;0.0;303.0;15.89
Sète;Douai;866.4;975.2;44.42
Sète;Le Lamentin;0.0;1618.6;5.49
Sète;Bagnolet;0.0;772.5;27.25
Sète;Marcq-en-Barœul;0.0;995.5;44.42
Sète;Saint-Joseph;0.0;11164.2;30.52
Istres;Mantes-la-Jolie;785.7;797.4;38.23
Istres;Saint-Germain-en-Laye;757.4;769.3;38.86
Istres;Saint-Brieuc;1135.6;1102.9;64.01
Istres;Tarbes;482.1;511.1;42.04
Istres;Alès;118.6;122.6;4.38
Istres;Châlons-en-Champagne;892.1;733.3;36.75
Istres;Bagneux;0.0;743.4;35.38
